subject_id,Block,Trial,Type,Color,Text,Letter,Key,RT,acc
104,3,31,incong,g,r,100,100,432,1
104,3,32,incong,y,r,102,102,320,1
104,3,33,incong,g,y,100,100,454,1
104,3,34,cong,g,g,100,100,415,1
104,3,35,incong,y,b,102,102,276,1
104,3,36,incong,b,g,106,106,424,1
104,3,37,cong,y,y,102,102,523,1
104,3,38,neut,b,p,106,106,462,1
104,3,39,neut,g,n,100,100,454,1
104,3,40,neut,r,n,107,107,363,1
104,3,41,neut,b,n,106,106,324,1
104,3,42,incong,y,g,102,102,464,1
104,3,43,incong,r,y,107,106,404,0
104,3,44,neut,r,p,107,107,361,1
104,3,45,incong,r,g,107,107,314,1
104,3,46,neut,g,p,100,100,484,1
104,3,47,neut,b,t,106,106,354,1
104,3,48,neut,y,p,102,102,286,1
104,3,49,neut,r,t,107,107,459,1
104,3,50,neut,r,m,107,107,285,1
104,3,51,cong,b,b,106,106,306,1
104,3,52,neut,g,m,100,100,571,1
104,3,53,incong,b,r,106,106,474,1
104,3,54,neut,b,m,106,106,353,1
104,3,55,cong,r,r,107,107,307,1
104,3,56,incong,g,b,100,100,647,1
104,3,57,incong,r,b,107,107,383,1
104,3,58,neut,y,t,102,102,412,1
104,3,59,neut,g,t,100,100,400,1
104,3,60,incong,b,y,106,106,348,1
104,3,61,incong,g,r,100,100,430,1
104,3,62,neut,y,m,102,102,414,1
104,3,63,neut,y,n,102,102,443,1
