subject_id,Block,Trial,Type,Global,Local,Targets,repCorr,Key,RT,acc,cond,hitMiss,ct
101,gbLc,15,HO,H,O,HL,106,106,455,1,G,H,1
101,gbLc,16,LL,L,L,HL,106,106,287,1,GL,H,1
101,gbLc,17,HL,H,L,HL,106,106,304,1,GL,H,1
101,gbLc,18,LA,L,A,HL,106,106,315,1,G,H,1
101,gbLc,19,SL,S,L,HL,106,106,718,1,L,H,1
101,gbLc,20,SA,S,A,HL,102,102,719,1,,CR,1
101,gbLc,21,OL,O,L,HL,106,106,670,1,L,H,1
101,gbLc,22,HH,H,H,HL,106,106,392,1,GL,H,1
101,gbLc,23,OO,O,O,HL,102,102,483,1,,CR,1
101,gbLc,24,LS,L,S,HL,106,106,383,1,G,H,1
101,gbLc,25,HS,H,S,HL,106,106,339,1,G,H,1
101,gbLc,26,LO,L,O,HL,106,106,279,1,G,H,1
101,gbLc,27,OA,O,A,HL,102,102,651,1,,CR,1
101,gbLc,28,OL,O,L,HL,106,106,317,1,L,H,1
101,gbLc,29,HH,H,H,HL,106,106,265,1,GL,H,1
101,gbLc,30,SO,S,O,HL,102,102,512,1,,CR,1
101,gbLc,31,HL,H,L,HL,106,106,234,1,GL,H,1
101,gbLc,32,AL,A,L,HL,106,106,662,1,L,H,1
101,gbLc,33,LH,L,H,HL,106,106,195,1,GL,H,1
101,gbLc,34,SS,S,S,HL,102,102,504,1,,CR,1
101,gbLc,35,LS,L,S,HL,106,106,298,1,G,H,1
101,gbLc,36,OS,O,S,HL,102,102,484,1,,CR,1
101,gbLc,37,HA,H,A,HL,106,106,348,1,G,H,1
101,gbLc,38,SL,S,L,HL,106,106,457,1,L,H,1
101,gbLc,39,OH,O,H,HL,106,106,511,1,L,H,1
101,gbLc,40,AH,A,H,HL,106,106,349,1,L,H,1
101,gbLc,41,HO,H,O,HL,106,106,352,1,G,H,1
101,gbLc,42,LL,L,L,HL,106,106,159,1,GL,H,1
101,gbLc,43,OO,O,O,HL,102,102,525,1,,CR,1
101,gbLc,44,AO,A,O,HL,102,102,631,1,,CR,1
101,gbLc,45,LA,L,A,HL,106,106,149,1,G,H,1
101,gbLc,46,AA,A,A,HL,102,102,386,1,,CR,1
101,gbLc,47,SH,S,H,HL,106,106,623,1,L,H,1
101,gbLc,48,AS,A,S,HL,102,102,320,1,,CR,1
101,gbLc,49,SA,S,A,HL,102,102,281,1,,CR,1
101,glob,0,OH,O,H,HL,102,102,539,1,L,CR,1
101,glob,1,OS,O,S,HL,102,102,355,1,,CR,1
101,glob,2,AS,A,S,HL,102,102,225,1,,CR,1
101,glob,3,HS,H,S,HL,106,106,593,1,G,H,1
101,glob,4,AA,A,A,HL,102,102,225,1,,CR,1
101,glob,0,SO,S,O,HL,102,102,779,1,,CR,1
101,glob,1,LO,L,O,HL,106,106,290,1,G,H,1
101,glob,2,AO,A,O,HL,102,102,227,1,,CR,1
101,glob,3,LS,L,S,HL,106,106,238,1,G,H,1
101,glob,4,HS,H,S,HL,106,106,288,1,G,H,1
101,glob,5,OA,O,A,HL,102,102,245,1,,CR,1
101,glob,6,HO,H,O,HL,106,106,323,1,G,H,1
101,glob,7,LH,L,H,HL,106,106,230,1,GL,H,1
101,glob,8,LA,L,A,HL,106,106,229,1,G,H,1
101,glob,9,LL,L,L,HL,106,106,178,1,GL,H,1
101,glob,10,OO,O,O,HL,102,102,315,1,,CR,1
101,glob,11,SS,S,S,HL,102,102,332,1,,CR,1
101,glob,12,SA,S,A,HL,102,102,391,1,,CR,1
101,glob,13,AS,A,S,HL,102,102,513,1,,CR,1
101,glob,14,AL,A,L,HL,102,102,365,1,L,CR,1
101,glob,15,AA,A,A,HL,102,102,278,1,,CR,1
101,glob,16,HL,H,L,HL,106,106,225,1,GL,H,1
101,glob,17,SH,S,H,HL,102,102,249,1,L,CR,1
101,glob,18,HA,H,A,HL,106,106,400,1,G,H,1
101,glob,19,OH,O,H,HL,102,102,229,1,L,CR,1
101,glob,20,AH,A,H,HL,102,102,144,1,L,CR,1
101,glob,21,OL,O,L,HL,102,102,256,1,L,CR,1
101,glob,22,HH,H,H,HL,106,106,350,1,GL,H,1
101,glob,23,OS,O,S,HL,102,102,135,1,,CR,1
101,glob,24,SL,S,L,HL,102,102,428,1,L,CR,1
101,glob,25,AA,A,A,HL,102,102,215,1,,CR,1
101,glob,26,LS,L,S,HL,106,106,221,1,G,H,1
101,glob,27,SH,S,H,HL,102,102,641,1,L,CR,1
101,glob,28,LA,L,A,HL,106,102,168,0,G,M,1
101,glob,29,SA,S,A,HL,102,102,324,1,,CR,1
101,glob,30,SS,S,S,HL,102,102,258,1,,CR,1
101,glob,31,AH,A,H,HL,102,102,508,1,L,CR,1
101,glob,32,OH,O,H,HL,102,102,249,1,L,CR,1
101,glob,33,SO,S,O,HL,102,102,269,1,,CR,1
101,glob,34,HO,H,O,HL,106,106,202,1,G,H,1
101,glob,35,HS,H,S,HL,106,106,208,1,G,H,1
101,glob,36,OS,O,S,HL,102,102,295,1,,CR,1
101,glob,37,OO,O,O,HL,102,102,99,1,,CR,1
101,glob,38,HA,H,A,HL,106,106,305,1,G,H,1
101,glob,39,AO,A,O,HL,102,102,444,1,,CR,1
101,glob,40,OL,O,L,HL,102,102,385,1,L,CR,1
101,glob,41,LL,L,L,HL,106,106,323,1,GL,H,1
101,glob,42,SL,S,L,HL,102,102,293,1,L,CR,1
101,glob,43,AS,A,S,HL,102,102,212,1,,CR,1
101,glob,44,LO,L,O,HL,106,106,537,1,G,H,1
101,glob,45,LH,L,H,HL,106,106,295,1,GL,H,1
101,glob,46,HL,H,L,HL,106,106,296,1,GL,H,1
101,glob,47,HH,H,H,HL,106,106,288,1,GL,H,1
101,glob,48,AL,A,L,HL,102,102,442,1,L,CR,1
101,glob,49,OA,O,A,HL,102,102,542,1,,CR,1
101,loca,0,AH,A,H,HL,106,106,432,1,L,H,1
101,loca,1,LH,L,H,HL,106,106,647,1,GL,H,1
101,loca,2,OO,O,O,HL,102,102,498,1,,CR,1
101,loca,3,AO,A,O,HL,102,102,344,1,,CR,1
101,loca,4,SL,S,L,HL,106,106,356,1,L,H,1
101,loca,0,LH,L,H,HL,106,106,459,1,GL,H,1
101,loca,1,SH,S,H,HL,106,106,334,1,L,H,1
101,loca,2,SS,S,S,HL,102,102,304,1,,CR,1
101,loca,3,LS,L,S,HL,102,102,257,1,G,CR,1
101,loca,4,AO,A,O,HL,102,102,249,1,,CR,1
101,loca,5,OL,O,L,HL,106,106,281,1,L,H,1
101,loca,6,LA,L,A,HL,102,102,232,1,G,CR,1
101,loca,7,SO,S,O,HL,102,102,227,1,,CR,1
101,loca,8,HO,H,O,HL,102,102,246,1,G,CR,1
101,loca,9,LO,L,O,HL,102,102,94,1,G,CR,1
101,loca,10,OH,O,H,HL,106,106,684,1,L,H,1
101,loca,11,OS,O,S,HL,102,102,155,1,,CR,1
101,loca,12,SL,S,L,HL,106,106,470,1,L,H,1
101,loca,13,SA,S,A,HL,102,102,241,1,,CR,1
101,loca,14,AH,A,H,HL,106,106,450,1,L,H,1
101,loca,15,OO,O,O,HL,102,102,115,1,,CR,1
101,loca,16,HH,H,H,HL,106,106,347,1,GL,H,1
101,loca,17,HS,H,S,HL,102,102,173,1,G,CR,1
101,loca,18,AL,A,L,HL,106,106,353,1,L,H,1
101,loca,19,OA,O,A,HL,102,102,233,1,,CR,1
101,loca,20,AA,A,A,HL,102,102,231,1,,CR,1
101,loca,21,HA,H,A,HL,102,102,139,1,G,CR,1
101,loca,22,AS,A,S,HL,102,102,395,1,,CR,1
101,loca,23,LL,L,L,HL,106,106,297,1,GL,H,1
101,loca,24,HL,H,L,HL,106,106,196,1,GL,H,1
101,loca,25,AH,A,H,HL,106,106,315,1,L,H,1
101,loca,26,SO,S,O,HL,102,102,217,1,,CR,1
101,loca,27,OH,O,H,HL,106,106,278,1,L,H,1
101,loca,28,OO,O,O,HL,102,102,219,1,,CR,1
101,loca,29,LS,L,S,HL,102,102,235,1,G,CR,1
101,loca,30,SL,S,L,HL,106,106,207,1,L,H,1
101,loca,31,AA,A,A,HL,102,102,240,1,,CR,1
101,loca,32,LH,L,H,HL,106,106,230,1,GL,H,1
101,loca,33,OL,O,L,HL,106,106,294,1,L,H,1
101,loca,34,AO,A,O,HL,102,102,286,1,,CR,1
101,loca,35,HL,H,L,HL,106,106,238,1,GL,H,1
101,loca,36,HH,H,H,HL,106,106,217,1,GL,H,1
101,loca,37,AS,A,S,HL,102,102,229,1,,CR,1
101,loca,38,HA,H,A,HL,102,102,262,1,G,CR,1
101,loca,39,LL,L,L,HL,106,106,231,1,GL,H,1
101,loca,40,OS,O,S,HL,102,102,183,1,,CR,1
101,loca,41,AL,A,L,HL,106,106,332,1,L,H,1
101,loca,42,HS,H,S,HL,102,102,121,1,G,CR,1
101,loca,43,OA,O,A,HL,102,102,424,1,,CR,1
101,loca,44,SS,S,S,HL,102,102,266,1,,CR,1
101,loca,45,HO,H,O,HL,102,102,126,1,G,CR,1
101,loca,46,SH,S,H,HL,106,106,259,1,L,H,1
101,loca,47,SA,S,A,HL,102,102,127,1,,CR,1
101,loca,48,LO,L,O,HL,102,102,269,1,G,CR,1
101,loca,49,LA,L,A,HL,102,102,337,1,G,CR,1
102,gbLc,0,AL,A,L,SO,106,106,698,1,,CR,1
102,gbLc,1,HO,H,O,SO,102,102,437,1,L,H,1
102,gbLc,2,LS,L,S,SO,102,102,403,1,L,H,1
102,gbLc,3,OA,O,A,SO,102,106,164,0,G,M,1
102,gbLc,0,AL,A,L,SO,106,106,1282,1,,CR,1
102,gbLc,1,HO,H,O,SO,102,102,750,1,L,H,1
102,gbLc,2,LS,L,S,SO,102,102,802,1,L,H,1
102,gbLc,3,OA,O,A,SO,102,106,509,0,G,M,1
102,gbLc,0,AL,A,L,SO,106,106,903,1,,CR,1
102,gbLc,1,HO,H,O,SO,102,102,428,1,L,H,1
102,gbLc,2,LS,L,S,SO,102,102,697,1,L,H,1
102,gbLc,3,OA,O,A,SO,102,102,421,1,G,H,1
102,gbLc,4,HA,H,A,SO,106,106,698,1,,CR,1
102,gbLc,0,HO,H,O,SO,102,102,867,1,L,H,1
102,gbLc,1,SO,S,O,SO,102,102,669,1,GL,H,1
102,gbLc,2,SS,S,S,SO,102,102,457,1,GL,H,1
102,gbLc,3,OL,O,L,SO,102,102,574,1,G,H,1
102,gbLc,4,OH,O,H,SO,102,102,461,1,G,H,1
102,gbLc,5,SH,S,H,SO,102,102,391,1,G,H,1
102,gbLc,6,SA,S,A,SO,102,102,324,1,G,H,1
102,gbLc,7,HS,H,S,SO,102,102,260,1,L,H,1
102,gbLc,8,LO,L,O,SO,102,102,273,1,L,H,1
102,gbLc,9,HL,H,L,SO,106,106,1129,1,,CR,1
102,gbLc,10,OA,O,A,SO,102,102,351,1,G,H,1
102,gbLc,11,AA,A,A,SO,106,106,832,1,,CR,1
102,gbLc,12,AS,A,S,SO,102,106,290,0,L,M,1
102,gbLc,13,HA,H,A,SO,106,106,406,1,,CR,1
102,gbLc,14,HH,H,H,SO,106,106,281,1,,CR,1
102,gbLc,15,OS,O,S,SO,102,102,290,1,GL,H,1
102,gbLc,16,LA,L,A,SO,106,106,647,1,,CR,1
102,gbLc,17,AO,A,O,SO,102,102,540,1,L,H,1
102,gbLc,18,LS,L,S,SO,102,102,261,1,L,H,1
102,gbLc,19,LL,L,L,SO,106,106,590,1,,CR,1
102,gbLc,20,SL,S,L,SO,102,102,317,1,G,H,1
102,gbLc,21,AH,A,H,SO,106,106,496,1,,CR,1
102,gbLc,22,OO,O,O,SO,102,102,482,1,GL,H,1
102,gbLc,23,LH,L,H,SO,106,106,286,1,,CR,1
102,gbLc,24,AL,A,L,SO,106,106,366,1,,CR,1
102,gbLc,25,SA,S,A,SO,102,102,360,1,G,H,1
102,gbLc,26,OH,O,H,SO,102,102,264,1,G,H,1
102,gbLc,27,HO,H,O,SO,102,102,581,1,L,H,1
102,gbLc,28,LS,L,S,SO,102,102,295,1,L,H,1
102,gbLc,29,OL,O,L,SO,102,102,330,1,G,H,1
102,gbLc,30,AA,A,A,SO,106,106,294,1,,CR,1
102,gbLc,31,OS,O,S,SO,102,102,337,1,GL,H,1
102,gbLc,32,HH,H,H,SO,106,106,409,1,,CR,1
102,gbLc,33,AH,A,H,SO,106,106,344,1,,CR,1
102,gbLc,34,HS,H,S,SO,102,102,358,1,L,H,1
102,gbLc,35,HL,H,L,SO,106,106,471,1,,CR,1
102,gbLc,36,OA,O,A,SO,102,102,301,1,G,H,1
102,gbLc,37,AS,A,S,SO,102,102,413,1,L,H,1
102,gbLc,38,LH,L,H,SO,106,106,427,1,,CR,1
102,gbLc,39,LO,L,O,SO,102,102,283,1,L,H,1
102,gbLc,40,SH,S,H,SO,102,102,250,1,G,H,1
102,gbLc,41,OO,O,O,SO,102,102,211,1,GL,H,1
102,gbLc,42,SL,S,L,SO,102,102,261,1,G,H,1
102,gbLc,43,AO,A,O,SO,102,102,579,1,L,H,1
102,gbLc,44,SS,S,S,SO,102,102,228,1,GL,H,1
102,gbLc,45,LL,L,L,SO,106,106,364,1,,CR,1
102,gbLc,46,SO,S,O,SO,102,102,252,1,GL,H,1
102,gbLc,47,AL,A,L,SO,106,106,273,1,,CR,1
102,gbLc,48,HA,H,A,SO,106,106,493,1,,CR,1
102,gbLc,49,LA,L,A,SO,106,106,402,1,,CR,1
102,glob,0,LH,L,H,SO,106,106,756,1,,CR,1
102,glob,1,LA,L,A,SO,106,106,254,1,,CR,1
102,glob,2,AH,A,H,SO,106,106,272,1,,CR,1
102,glob,3,OO,O,O,SO,102,102,331,1,GL,H,1
102,glob,4,HL,H,L,SO,106,106,320,1,,CR,1
102,glob,0,LO,L,O,SO,106,106,1293,1,L,CR,1
102,glob,1,SA,S,A,SO,102,102,321,1,G,H,1
102,glob,2,SO,S,O,SO,102,102,255,1,GL,H,1
102,glob,3,AH,A,H,SO,106,106,331,1,,CR,1
102,glob,4,SH,S,H,SO,102,102,304,1,G,H,1
102,glob,5,HO,H,O,SO,106,106,211,1,L,CR,1
102,glob,6,OH,O,H,SO,102,102,199,1,G,H,1
102,glob,7,HS,H,S,SO,106,106,323,1,L,CR,1
102,glob,8,LA,L,A,SO,106,106,279,1,,CR,1
102,glob,9,AL,A,L,SO,106,106,141,1,,CR,1
102,glob,10,HL,H,L,SO,106,106,217,1,,CR,1
102,glob,11,SS,S,S,SO,102,102,297,1,GL,H,1
102,glob,12,AO,A,O,SO,106,106,123,1,L,CR,1
102,glob,13,AS,A,S,SO,106,106,309,1,L,CR,1
102,glob,14,SL,S,L,SO,102,102,272,1,G,H,1
102,glob,15,OO,O,O,SO,102,106,257,0,GL,M,1
102,glob,16,HH,H,H,SO,106,106,277,1,,CR,1
102,glob,17,HA,H,A,SO,106,106,505,1,,CR,1
102,glob,18,OL,O,L,SO,102,102,449,1,G,H,1
102,glob,19,OS,O,S,SO,102,102,202,1,GL,H,1
102,glob,20,LS,L,S,SO,106,106,283,1,L,CR,1
102,glob,21,LH,L,H,SO,106,106,257,1,,CR,1
102,glob,22,AA,A,A,SO,106,106,323,1,,CR,1
102,glob,23,OA,O,A,SO,102,102,277,1,G,H,1
102,glob,24,LL,L,L,SO,106,106,384,1,,CR,1
102,glob,25,AL,A,L,SO,106,106,257,1,,CR,1
102,glob,26,OH,O,H,SO,102,102,241,1,G,H,1
102,glob,27,HO,H,O,SO,106,106,277,1,L,CR,1
102,glob,28,AH,A,H,SO,106,106,249,1,,CR,1
102,glob,29,HA,H,A,SO,106,106,255,1,,CR,1
102,glob,30,AA,A,A,SO,106,106,91,1,,CR,1
102,glob,31,HH,H,H,SO,106,106,102,1,,CR,1
102,glob,32,HL,H,L,SO,106,106,113,1,,CR,1
102,glob,33,AS,A,S,SO,106,106,232,1,L,CR,1
102,glob,34,SS,S,S,SO,102,102,252,1,GL,H,1
102,glob,35,SA,S,A,SO,102,102,201,1,G,H,1
102,glob,36,LL,L,L,SO,106,106,270,1,,CR,1
102,glob,37,OS,O,S,SO,102,102,312,1,GL,H,1
102,glob,38,LO,L,O,SO,106,106,248,1,L,CR,1
102,glob,39,AO,A,O,SO,106,106,240,1,L,CR,1
102,glob,40,LH,L,H,SO,106,106,212,1,,CR,1
102,glob,41,LA,L,A,SO,106,106,173,1,,CR,1
102,glob,42,LS,L,S,SO,106,106,91,1,L,CR,1
102,glob,43,SO,S,O,SO,102,102,164,1,GL,H,1
102,glob,44,OO,O,O,SO,102,102,207,1,GL,H,1
102,glob,45,OL,O,L,SO,102,102,135,1,G,H,1
102,glob,46,SL,S,L,SO,102,102,221,1,G,H,1
102,glob,47,HS,H,S,SO,106,106,314,1,L,CR,1
102,glob,48,OA,O,A,SO,102,102,285,1,G,H,1
102,glob,49,SH,S,H,SO,102,102,224,1,G,H,1
102,loca,0,HH,H,H,SO,106,106,447,1,,CR,1
102,loca,1,HS,H,S,SO,102,102,289,1,L,H,1
102,loca,2,LO,L,O,SO,102,102,315,1,L,H,1
102,loca,3,LS,L,S,SO,102,102,349,1,L,H,1
102,loca,4,OO,O,O,SO,102,102,155,1,GL,H,1
102,loca,0,SO,S,O,SO,102,102,374,1,GL,H,1
102,loca,1,HA,H,A,SO,106,106,237,1,,CR,1
102,loca,2,SH,S,H,SO,106,106,702,1,G,CR,1
102,loca,3,SA,S,A,SO,106,106,284,1,G,CR,1
102,loca,4,SS,S,S,SO,102,102,492,1,GL,H,1
102,loca,5,AA,A,A,SO,106,106,205,1,,CR,1
102,loca,6,LA,L,A,SO,106,106,314,1,,CR,1
102,loca,7,AL,A,L,SO,106,106,246,1,,CR,1
102,loca,8,LH,L,H,SO,106,106,249,1,,CR,1
102,loca,9,OS,O,S,SO,102,102,272,1,GL,H,1
102,loca,10,OO,O,O,SO,102,102,225,1,GL,H,1
102,loca,11,AH,A,H,SO,106,106,364,1,,CR,1
102,loca,12,LL,L,L,SO,106,106,230,1,,CR,1
102,loca,13,AS,A,S,SO,102,106,189,0,L,M,1
102,loca,14,HO,H,O,SO,102,102,339,1,L,H,1
102,loca,15,OA,O,A,SO,106,106,320,1,G,CR,1
102,loca,16,SL,S,L,SO,106,106,408,1,G,CR,1
102,loca,17,OL,O,L,SO,106,106,175,1,G,CR,1
102,loca,18,HL,H,L,SO,106,106,154,1,,CR,1
102,loca,19,LS,L,S,SO,102,102,248,1,L,H,1
102,loca,20,HH,H,H,SO,106,106,382,1,,CR,1
102,loca,21,AO,A,O,SO,102,102,330,1,L,H,1
102,loca,22,OH,O,H,SO,106,106,299,1,G,CR,1
102,loca,23,HS,H,S,SO,102,102,277,1,L,H,1
102,loca,24,LO,L,O,SO,102,102,304,1,L,H,1
102,loca,25,OA,O,A,SO,106,106,261,1,G,CR,1
102,loca,26,AS,A,S,SO,102,102,342,1,L,H,1
